"latitude","longitude","time"
"9.0428306","38.7662961","1589776423144"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
"9.0428306","38.7662961","1589776442052"
